parallelism,time
1,1338.554292722014
2,647.2368170933217
3,409.6207634683695
4,360.5823339996772
5,293.732027520532
6,240.9185439908973
7,212.84623813206656
8,206.52217874622292
10,177.44483023797744
12,160.07618438585962
14,132.6096430839321
16,119.3833399703732
20,115.19811132846286
24,103.12689119796195
32,91.31694905128718
