parallelism,time
1,135.2564102564097
2,67.948717948718
3,45.51282051282057
4,33.974358974359006
5,33.974358974359006
6,33.974358974359006
7,33.974358974359006
8,33.974358974359006
10,33.974358974359006
12,33.974358974359006
14,33.974358974359006
16,33.974358974359006
20,33.974358974359006
24,33.974358974359006
32,33.974358974359006
