parallelism,time
1,3168.25641025643
2,1161.9615384615379
3,665.5897435897432
4,481.83333333333303
5,386.34615384615364
6,303.9871794871793
7,268.7820512820511
8,238.49999999999983
10,198.78205128205113
12,168.15384615384602
14,145.07692307692292
16,128.9358974358973
20,103.65384615384602
24,92.49999999999982
32,74.99999999999991
