parallelism,time
1,260.79869461408293
2,134.0311457422718
3,89.6781998734357
4,66.63258268756621
5,64.31289414665231
6,61.97779164400044
7,64.44417060050885
8,67.19195760289065
10,68.55000221810552
12,64.73310367376448
14,69.55094434029161
16,67.91874136943427
20,66.09742571676884
24,65.0541473770284
32,72.84557901687903
