parallelism,time
1,1124.2564102564093
2,663.5897435897432
3,430.9358974358972
4,305.3333333333332
5,220.85897435897425
6,217.4999999999999
7,170.56410256410246
8,175.57692307692298
10,130.8846153846153
12,129.2948717948717
14,90.16666666666663
16,99.74358974358964
20,82.0897435897435
24,70.96153846153841
32,58.6666666666667
