parallelism,time
1,3284.7560314906755
2,1200.6050469135203
3,721.0733653928578
4,514.3281927901572
5,403.1337294297131
6,360.58739460983924
7,307.5751114108881
8,279.20379667114946
10,230.84373628683096
12,195.35416327347951
14,172.03117564063098
16,158.51582794248745
20,142.79937489035888
24,122.63011292246742
32,103.36565827695668
