parallelism,time
1,267.7188259945634
2,130.40003547941708
3,89.0743735518198
4,69.17495796883344
5,64.89060420169463
6,63.53888613120249
7,65.5608470413491
8,60.79217039159266
10,67.77869072674031
12,70.75759700403353
14,69.15436026123795
16,70.4813134901484
20,68.70432838522775
24,62.855264779175954
32,64.58776838203794
